,lya_model_low_2sig,lya_model_low_1sig,lya_model_median,lya_model_high_1sig,lya_model_high_2sig,lya_intrinsic_low_2sig,lya_intrinsic_low_1sig,lya_intrinsic_median,lya_intrinsic_high_1sig,lya_intrinsic_high_2sig,lya_ism_low_2sig,lya_ism_low_1sig,lya_ism_median,lya_ism_high_1sig,lya_ism_high_2sig,lya_reversal_low_2sig,lya_reversal_low_1sig,lya_reversal_median,lya_reversal_high_1sig,lya_reversal_high_2sig,lya_intrinsic_fluxes,vs_n value,am_n value,fw_L_n value,fw_G_n value,h1_col value,h1_b value,h1_vel value,h1_col2 value,h1_b2 value,h1_vel2 value,h1_col3 value,h1_b3 value,h1_vel3 value,d2h value,p value,am_b value,fw_L_b value,fw_G_b value,wave_lya,flux_lya,error_lya
84,2.6007970529313075e-12,2.623662125415885e-12,2.6479414497306608e-12,2.672232390940217e-12,2.6955622885885975e-12,3.147457507225043e-12,3.2012351173674516e-12,3.259395376533215e-12,3.3197516911807457e-12,3.3806139464120354e-12,0.791934776223547,0.8032755860771903,0.815112119464923,0.8268410292601265,0.8380198694450095,0.7491720503606891,0.7567448791270212,0.7648583968608713,0.7729902710870942,0.781103626108105,,,,,,,,,,,,,,,,,,,,1215.8897886180594,2.6337896522247782e-12,7.981550804395804e-14
85,2.447706853257327e-12,2.4686053958672935e-12,2.4905437273158615e-12,2.5125203605125727e-12,2.5336436842043757e-12,2.912155232595945e-12,2.960626865820532e-12,3.0127035614047094e-12,3.0665177653191766e-12,3.1201865816798283e-12,0.8070227591963399,0.817706376989189,0.8288595034119534,0.8399091804725556,0.8504247078956354,0.7704790959301944,0.7778609314717931,0.7857275147304758,0.7935808415298544,0.8013820144033993,,,,,,,,,,,,,,,,,,,,1215.9026472277712,2.490281060338746e-12,7.830686104973519e-14
86,2.2866634862236097e-12,2.306902762361675e-12,2.3277881519335584e-12,2.3487098985221598e-12,2.3685667226256718e-12,2.6843081836710767e-12,2.728348470072616e-12,2.775361940748586e-12,2.8236827052002364e-12,2.871208284824413e-12,0.8200265976351782,0.8300736730755809,0.8405727999614288,0.850964954638042,0.8608526581720061,0.7904733858687696,0.7975870649452174,0.8051416897736624,0.8126487415420006,0.8200535540405012,,,,,,,,,,,,,,,,,,,,1215.9155055898793,2.221679607034306e-12,7.354619707298712e-14
87,2.1245104205488317e-12,2.1447247479038735e-12,2.1652995755852636e-12,2.1858492701137024e-12,2.2052040999021086e-12,2.4665252058277048e-12,2.5069906535419312e-12,2.5497670670335583e-12,2.5934098313871537e-12,2.63584751641655e-12,0.8315127662946057,0.840976995553165,0.8508516299358224,0.8606322817305407,0.8699281571334585,0.8090786096773603,0.8158747534598645,0.8230609855058754,0.8301596117100284,0.8371407201016176,,,,,,,,,,,,,,,,,,,,1215.9283637043986,2.037234576877686e-12,7.108950337035222e-14
88,1.9664842362127684e-12,1.986442321612319e-12,2.0069594412130638e-12,2.027357472561034e-12,2.0465392699487584e-12,2.2613623368575857e-12,2.298571969471043e-12,2.337575740843247e-12,2.3772738257080874e-12,2.4153451719088695e-12,0.8418319750740378,0.850754435325613,0.8600527723045345,0.8692603239523592,0.8780125025261242,0.8262758108589765,0.8326955500878171,0.8394748347480483,0.846130738809713,0.8526550450117144,,,,,,,,,,,,,,,,,,,,1215.941221571343,1.906913786531471e-12,6.901397449398175e-14
89,1.8155312766235376e-12,1.8351748537477103e-12,1.8554225091957645e-12,1.8756018032107234e-12,1.8945483683528668e-12,2.0705978415651343e-12,2.1044688967436597e-12,2.1400665000663305e-12,2.176041218055643e-12,2.2103545854761936e-12,0.8511995419196784,0.8596217473505778,0.8683884292036596,0.8770701276791021,0.8853160757792853,0.8420531886316696,0.8480661524835376,0.8544040225624062,0.8606032181540736,0.8666521467949019,,,,,,,,,,,,,,,,,,,,1215.9540791907266,1.757674752475748e-12,6.787314986303819e-14
90,1.6738135078861686e-12,1.6927255417219727e-12,1.7124100116826555e-12,1.732035945300658e-12,1.7505579733121475e-12,1.8947959673525158e-12,1.9255386036211458e-12,1.95774205886315e-12,1.9902567017617474e-12,2.0210624132795427e-12,0.8597561539151001,0.8677191117485468,0.875996317164359,0.8841870932366529,0.8919670965708903,0.8564207383308731,0.8620281150799837,0.8679087400233825,0.8736444656254252,0.8792143101011606,,,,,,,,,,,,,,,,,,,,1215.9669365625643,1.6707781022776533e-12,6.55239005956966e-14
91,1.542410856016666e-12,1.5602695824293553e-12,1.578974975821506e-12,1.5977137399401184e-12,1.6155740536226473e-12,1.7341793543397175e-12,1.7618348489903796e-12,1.7907432626967643e-12,1.8199237248587782e-12,1.8477309026272274e-12,0.867613370135957,0.8751377337775522,0.882963136786362,0.8907067285116834,0.8980561023565435,0.8694395626601823,0.8746333335894964,0.880063467097207,0.8853353667904117,0.8904481707375762,,,,,,,,,,,,,,,,,,,,1215.97979368687,1.47978904464111e-12,6.224132266443444e-14
92,1.4215304411806812e-12,1.4381401474371726e-12,1.4555944211692066e-12,1.473201606557973e-12,1.4901067942432153e-12,1.5885069080042115e-12,1.613040729915054e-12,1.6387774933081312e-12,1.6647812362778855e-12,1.6896139293945452e-12,0.8748324709941174,0.8819569935111227,0.8893687327673474,0.8966956847156766,0.9036482306967242,0.8811803685472489,0.8859636570047811,0.8909543113887575,0.8957836346849812,0.9004414582008397,,,,,,,,,,,,,,,,,,,,1215.9926505636581,1.3758443994792361e-12,5.937051116575512e-14
93,1.3111574764062058e-12,1.3263433293815249e-12,1.3423623133443748e-12,1.3586942956074205e-12,1.3744490869816117e-12,1.4568220120204317e-12,1.478527421340915e-12,1.501203527550792e-12,1.524233392499455e-12,1.546239374651975e-12,0.88148668858212,0.8882434448558885,0.8952665062674533,0.9022107435871101,0.9087994430579063,0.891734099962258,0.8961140097305633,0.9006748229021777,0.9050880671444894,0.9093210215274223,,,,,,,,,,,,,,,,,,,,1216.0055071929428,1.2825594132349968e-12,5.812361768102459e-14
94,1.2107903941980948e-12,1.2245679572620722e-12,1.2391308695178644e-12,1.2540534896043251e-12,1.2685202512364083e-12,1.3383605950567037e-12,1.3573883254470224e-12,1.3772510841240944e-12,1.3974371660533806e-12,1.4168193983498365e-12,0.8876308621626987,0.8940442998162444,0.9007103364248897,0.9072995098599244,0.9135494153409564,0.9011635508750404,0.9051738951271961,0.9093326782587768,0.9133503215579665,0.9171964538623267,,,,,,,,,,,,,,,,,,,,1216.0183635747385,1.2264198439396062e-12,5.720435654029202e-14
95,1.1198330982739183e-12,1.1322894889468473e-12,1.14540039764146e-12,1.1589576830167007e-12,1.1721227590578147e-12,1.2320778581515763e-12,1.2486354153232486e-12,1.2659095829479162e-12,1.2835020595734694e-12,1.3003969056587077e-12,0.8933147452093237,0.8994116068754645,0.9057455813034974,0.9120071627455669,0.9179424054901831,0.9095844966123567,0.9132399711724623,0.9170305949318582,0.9206875918413069,0.9241715122887463,,,,,,,,,,,,,,,,,,,,1216.0312197090595,1.171215290595959e-12,5.626260159261216e-14
